system,system_domain,n_atoms,n_configs,train_configs,val_configs,test_id_configs,test_ood_configs,train_dft_available,val_dft_available,test_id_dft_available,test_ood_dft_available,train_cc_available,val_cc_available,test_id_cc_available,test_ood_cc_available
C10H14N4O3,seen,31,1,1,0,0,0,0,0,0,0,0,0,0,0
C10H14N4O5,seen,33,1122,673,225,224,0,649,216,217,0,11,6,5,0
C10H14N6,seen,30,1,1,0,0,0,0,0,0,0,0,0,0,0
C10H14O1,test_ood,25,60,0,0,0,60,0,0,0,60,0,0,0,1
C10H14O2,test_ood,26,594,0,0,0,594,0,0,0,585,0,0,0,7
C10H14O3,test_ood,27,418,0,0,0,418,0,0,0,412,0,0,0,5
C10H14O4,test_ood,28,402,0,0,0,402,0,0,0,398,0,0,0,4
C10H14O5,seen,29,2,1,1,0,0,0,0,0,0,0,0,0,0
C10H15N1,seen,26,363,218,73,72,0,216,73,72,0,6,3,3,0
C10H15N1O1,test_ood,27,844,0,0,0,844,0,0,0,838,0,0,0,29
C10H15N1O2,seen,28,392,235,79,78,0,231,75,76,0,6,2,1,0
C10H15N1O3,seen,29,190,114,38,38,0,109,36,36,0,0,1,1,0
C10H15N1O4,test_ood,30,3,0,0,0,3,0,0,0,0,0,0,0,0
C10H15N3,seen,28,928,557,186,185,0,548,183,182,0,9,4,4,0
C10H15N3O1,seen,29,431,259,86,86,0,249,82,84,0,5,2,1,0
C10H15N3O2,seen,30,4,2,1,1,0,0,0,0,0,0,0,0,0
C10H15N5,seen,30,2,1,1,0,0,0,0,0,0,0,0,0,0
C10H15N5O1,seen,31,2,1,1,0,0,0,0,0,0,0,0,0,0
C10H15N5O4,seen,34,1119,671,224,224,0,646,217,216,0,30,12,11,0
C10H15N5O5,test_ood,35,1,0,0,0,1,0,0,0,0,0,0,0,0
C10H16,seen,26,219,131,44,44,0,130,44,42,0,13,3,3,0
C10H16N2,seen,28,740,444,148,148,0,432,144,146,0,20,7,8,0
C10H16N2O1,seen,29,574,344,115,115,0,339,113,115,0,14,6,5,0
C10H16N2O2,seen,30,339,203,68,68,0,195,65,66,0,7,1,3,0
C10H16N2O3,test_ood,31,461,0,0,0,461,0,0,0,440,0,0,0,24
C10H16N2O4,seen,32,1,1,0,0,0,0,0,0,0,0,0,0,0
C10H16N2O5,test_ood,33,1094,0,0,0,1094,0,0,0,1054,0,0,0,39
C10H16N2O7,test_ood,35,451,0,0,0,451,0,0,0,397,0,0,0,44
C10H16N4,test_ood,30,178,0,0,0,178,0,0,0,177,0,0,0,3
C10H16N4O1,seen,31,1,1,0,0,0,0,0,0,0,0,0,0,0
C10H16N4O2,seen,32,1,1,0,0,0,0,0,0,0,0,0,0,0
C10H16N4O4,test_ood,34,1110,0,0,0,1110,0,0,0,1070,0,0,0,32
C10H16N6,seen,32,113,68,23,22,0,64,23,22,0,0,0,0,0
C10H16O1,test_ood,27,428,0,0,0,428,0,0,0,415,0,0,0,20
C10H16O2,seen,28,1196,718,239,239,0,708,236,235,0,25,9,9,0
C10H16O3,seen,29,3,2,1,0,0,0,0,0,0,0,0,0,0
C10H16O4,seen,30,3,2,1,0,0,0,0,0,0,0,0,0,0
C10H16O5,test_ood,31,2,0,0,0,2,0,0,0,0,0,0,0,0
C10H17N1,seen,28,1064,638,213,213,0,636,212,209,0,19,6,5,0
C10H17N1O1,test_ood,29,820,0,0,0,820,0,0,0,783,0,0,0,22
C10H17N1O2,seen,30,351,211,70,70,0,204,69,68,0,3,5,1,0
C10H17N1O3,test_ood,31,3,0,0,0,3,0,0,0,0,0,0,0,0
C10H17N1O4,seen,32,3,2,1,0,0,0,0,0,0,0,0,0,0
C10H17N1O5,seen,33,1,1,0,0,0,0,0,0,0,0,0,0,0
C10H17N3,seen,30,119,71,24,24,0,70,23,23,0,2,1,1,0
C10H17N3O1,seen,31,5,3,1,1,0,0,0,0,0,0,0,0,0
C10H17N3O2,test_ood,32,1,0,0,0,1,0,0,0,0,0,0,0,0
C10H17N3O3,seen,33,1,1,0,0,0,0,0,0,0,0,0,0,0
C10H17N3O4,seen,34,884,530,177,177,0,505,170,169,0,13,4,5,0
C10H17N3O6,seen,36,1102,661,221,220,0,635,215,212,0,14,11,10,0
C10H17N5,test_ood,32,1,0,0,0,1,0,0,0,0,0,0,0,0
C10H17N5O1,test_ood,33,1,0,0,0,1,0,0,0,0,0,0,0,0
C10H18,test_ood,28,6,0,0,0,6,0,0,0,6,0,0,0,0
C10H18N2,test_ood,30,375,0,0,0,375,0,0,0,369,0,0,0,13
C10H18N2O1,test_ood,31,183,0,0,0,183,0,0,0,180,0,0,0,1
C10H18N2O2,test_ood,32,3,0,0,0,3,0,0,0,0,0,0,0,0
C10H18N2O3,test_ood,33,948,0,0,0,948,0,0,0,906,0,0,0,15
C10H18N2O5,seen,35,2494,1496,499,499,0,1421,478,475,0,49,17,20,0
C10H18N4,test_ood,32,1,0,0,0,1,0,0,0,0,0,0,0,0
C10H18N4O1,seen,33,4,2,1,1,0,0,0,0,0,0,0,0,0
C10H18N4O5,test_ood,37,536,0,0,0,536,0,0,0,516,0,0,0,33
C10H18N6O3,seen,37,1,1,0,0,0,0,0,0,0,0,0,0,0
C10H18O1,test_ood,29,552,0,0,0,552,0,0,0,547,0,0,0,17
C10H18O2,seen,30,694,416,139,139,0,408,134,137,0,15,5,7,0
C10H18O3,seen,31,485,291,97,97,0,285,97,96,0,17,12,7,0
C10H18O4,test_ood,32,408,0,0,0,408,0,0,0,402,0,0,0,22
C10H19N1,seen,30,440,264,88,88,0,257,87,87,0,6,3,2,0
C10H19N1O1,seen,31,483,290,97,96,0,286,97,96,0,5,1,7,0
C10H19N1O2,seen,32,244,146,49,49,0,142,45,47,0,0,0,0,0
C10H19N1O3,seen,33,255,153,51,51,0,149,49,51,0,2,5,1,0
C10H19N1O4,seen,34,98,59,20,19,0,58,20,19,0,6,0,0,0
C10H19N3,seen,32,228,137,46,45,0,134,46,44,0,0,0,0,0
C10H19N3O1,test_ood,33,1,0,0,0,1,0,0,0,0,0,0,0,0
C10H19N3O2,test_ood,34,2,0,0,0,2,0,0,0,0,0,0,0,0
C10H19N3O3,seen,35,1,1,0,0,0,0,0,0,0,0,0,0,0
C10H19N3O4,seen,36,2452,1471,491,490,0,1401,463,468,0,37,17,15,0
C10H19N3O5,test_ood,37,1038,0,0,0,1038,0,0,0,998,0,0,0,26
C10H19N5,test_ood,34,125,0,0,0,125,0,0,0,124,0,0,0,4
C10H19N5O5,seen,39,1150,690,230,230,0,672,221,217,0,11,5,4,0
C10H20,test_ood,30,3,0,0,0,3,0,0,0,3,0,0,0,0
C10H20N2,test_ood,32,447,0,0,0,447,0,0,0,439,0,0,0,9
C10H20N2O1,test_ood,33,301,0,0,0,301,0,0,0,289,0,0,0,15
C10H20N2O2,seen,34,201,121,40,40,0,118,38,39,0,4,3,0,0
C10H20N2O3,seen,35,448,269,90,89,0,254,88,85,0,18,9,10,0
C10H20N2O4,test_ood,36,1467,0,0,0,1467,0,0,0,1387,0,0,0,38
C10H20N4,test_ood,34,114,0,0,0,114,0,0,0,113,0,0,0,2
C10H20N4O4,test_ood,38,863,0,0,0,863,0,0,0,795,0,0,0,16
C10H20N6O4,seen,40,973,584,195,194,0,565,187,181,0,8,2,5,0
C10H20O1,seen,31,666,400,133,133,0,393,130,130,0,9,1,1,0
C10H20O2,seen,32,182,109,37,36,0,109,37,36,0,0,2,0,0
C10H20O3,seen,33,1,1,0,0,0,0,0,0,0,0,0,0,0
C10H20O4,test_ood,34,1,0,0,0,1,0,0,0,0,0,0,0,0
C10H20O5,seen,35,125,75,25,25,0,72,24,24,0,3,0,1,0
C10H20O6,test_ood,36,1,0,0,0,1,0,0,0,0,0,0,0,0
C10H21N1,test_ood,32,193,0,0,0,193,0,0,0,192,0,0,0,3
C10H21N1O1,seen,33,530,318,106,106,0,317,104,104,0,8,4,3,0
C10H21N1O2,seen,34,431,259,86,86,0,256,84,85,0,9,5,7,0
C10H21N1O4,seen,36,130,78,26,26,0,76,26,25,0,6,1,2,0
C10H21N3O1,seen,35,111,67,22,22,0,61,22,21,0,0,0,0,0
C10H21N3O3,seen,37,1,1,0,0,0,0,0,0,0,0,0,0,0
C10H21N3O4,seen,38,940,564,188,188,0,538,180,182,0,16,11,12,0
C10H21N5O1,seen,37,1,1,0,0,0,0,0,0,0,0,0,0,0
C10H21N5O4,test_ood,40,1065,0,0,0,1065,0,0,0,1025,0,0,0,40
C10H22N2,seen,34,109,65,22,22,0,63,22,22,0,0,0,0,0
C10H22N2O1,seen,35,1,1,0,0,0,0,0,0,0,0,0,0,0
C10H22N2O3,seen,37,1,1,0,0,0,0,0,0,0,0,0,0,0
C10H22N2O4,test_ood,38,1,0,0,0,1,0,0,0,0,0,0,0,0
C10H22N4,seen,36,274,164,55,55,0,164,54,55,0,12,2,2,0
C10H22N4O2,seen,38,1,1,0,0,0,0,0,0,0,0,0,0,0
C10H22O1,seen,33,3,2,1,0,0,2,1,0,0,0,0,0,0
C10H22O2,seen,34,24,14,5,5,0,14,5,5,0,0,0,0,0
C10H22O3,seen,35,407,244,82,81,0,242,82,81,0,10,4,10,0
C10H22O6,test_ood,38,137,0,0,0,137,0,0,0,132,0,0,0,0
C10H23N1,test_ood,34,12,0,0,0,12,0,0,0,12,0,0,0,0
C10H23N1O1,seen,35,54,32,11,11,0,32,11,11,0,0,0,0,0
C10H23N1O3,seen,37,1,1,0,0,0,0,0,0,0,0,0,0,0
C10H23N3O1,seen,37,1,1,0,0,0,0,0,0,0,0,0,0,0
C10H23N3O2,test_ood,38,117,0,0,0,117,0,0,0,116,0,0,0,6
C10H24N2,seen,36,25,15,5,5,0,15,5,5,0,0,0,0,0
C10H24N2O1,seen,37,2,1,1,0,0,0,0,0,0,0,0,0,0
C10H24N2O2,seen,38,1,1,0,0,0,0,0,0,0,0,0,0,0
C10H24N2O4,test_ood,40,159,0,0,0,159,0,0,0,155,0,0,0,7
C10H24N4,seen,38,86,52,17,17,0,51,17,17,0,3,2,0,0
C10H24N4O1,seen,39,1,1,0,0,0,0,0,0,0,0,0,0,0
C10H24O2,test_ood,36,3,0,0,0,3,0,0,0,3,0,0,0,0
C10H25N1,seen,36,2,1,1,0,0,1,1,0,0,0,0,0,0
C10H25N1O1,seen,37,3,2,1,0,0,2,1,0,0,0,0,0,0
C10H25N3,test_ood,38,1,0,0,0,1,0,0,0,0,0,0,0,0
C10H25N3O1,seen,39,1,1,0,0,0,0,0,0,0,0,0,0,0
C10H25N3O3,seen,41,1,1,0,0,0,0,0,0,0,0,0,0,0
C10H26N2,test_ood,38,4,0,0,0,4,0,0,0,4,0,0,0,0
C10H26N2O6,seen,44,1,1,0,0,0,0,0,0,0,0,0,0,0
C10H26N4,seen,40,1,1,0,0,0,0,0,0,0,0,0,0,0
C10H26N4O2,seen,42,1,1,0,0,0,0,0,0,0,0,0,0,0
C10H26N6,seen,42,1,1,0,0,0,0,0,0,0,0,0,0,0
C10H3N1O1,seen,15,3,2,1,0,0,2,1,0,0,0,0,0,0
C10H4N2,seen,16,4,2,1,1,0,2,1,1,0,0,0,0,0
C10H5N1,test_ood,16,2,0,0,0,2,0,0,0,2,0,0,0,0
C10H5N1O1,seen,17,6,4,1,1,0,4,1,1,0,2,0,0,0
C10H6,seen,16,127,76,26,25,0,76,25,23,0,9,2,4,0
C10H6N2,test_ood,18,143,0,0,0,143,0,0,0,143,0,0,0,18
C10H6N4,seen,20,149,89,30,30,0,87,30,29,0,12,5,2,0
C10H6O1,seen,17,4,2,1,1,0,2,1,1,0,1,0,0,0
C10H6O2,seen,18,294,176,59,59,0,172,58,59,0,21,6,10,0
C10H6O3,test_ood,19,132,0,0,0,132,0,0,0,132,0,0,0,14
C10H7N1,seen,18,4,2,1,1,0,2,1,1,0,0,0,0,0
C10H7N1O1,seen,19,705,423,141,141,0,342,103,112,0,41,12,18,0
C10H7N1O2,seen,20,1076,646,215,215,0,547,194,180,0,84,21,24,0
C10H7N1O3,test_ood,21,359,0,0,0,359,0,0,0,353,0,0,0,7
C10H7N3,seen,20,481,289,96,96,0,288,94,93,0,46,13,11,0
C10H7N3O1,seen,21,283,170,57,56,0,167,57,55,0,9,3,1,0
C10H8,seen,18,29,17,6,6,0,17,6,5,0,3,0,1,0
C10H8N2,seen,20,3745,2247,749,749,0,524,163,169,0,220,66,73,0
C10H8N2O1,seen,21,1179,707,236,236,0,625,202,203,0,20,8,4,0
C10H8N2O2,seen,22,271,163,54,54,0,158,53,54,0,8,1,3,0
C10H8N4,seen,22,249,149,50,50,0,146,49,50,0,5,0,2,0
C10H8O1,test_ood,19,1809,0,0,0,1809,0,0,0,225,0,0,0,134
C10H8O2,test_ood,20,3039,0,0,0,3039,0,0,0,2838,0,0,0,349
C10H8O3,test_ood,21,1391,0,0,0,1391,0,0,0,1236,0,0,0,55
C10H9N1,seen,20,3177,1906,636,635,0,714,198,248,0,156,52,48,0
C10H9N1O1,test_ood,21,3390,0,0,0,3390,0,0,0,3353,0,0,0,39
C10H9N1O2,seen,22,2466,1480,493,493,0,1006,334,319,0,66,21,26,0
C10H9N1O3,seen,23,136,82,27,27,0,81,27,27,0,2,1,1,0
C10H9N3,seen,22,500,300,100,100,0,296,99,99,0,5,5,5,0
C10H9N3O1,seen,23,658,395,132,131,0,390,131,131,0,16,5,4,0
C10H9N5,seen,24,154,92,31,31,0,89,30,31,0,7,2,1,0
C10H9N5O1,seen,25,1,1,0,0,0,0,0,0,0,0,0,0,0
C11H10,seen,21,210,126,42,42,0,126,42,42,0,0,2,0,0
C11H10N2,test_ood,23,1583,0,0,0,1583,0,0,0,1254,0,0,0,55
C11H10N2O1,seen,24,330,198,66,66,0,194,66,66,0,6,2,2,0
C11H10N2O2,test_ood,25,2,0,0,0,2,0,0,0,0,0,0,0,0
C11H10N4,seen,25,1,1,0,0,0,0,0,0,0,0,0,0,0
C11H10O1,seen,22,803,482,161,160,0,481,160,158,0,4,1,0,0
C11H10O2,seen,23,398,239,80,79,0,238,80,79,0,6,1,1,0
C11H10O3,seen,24,245,147,49,49,0,144,49,49,0,0,0,0,0
C11H10O4,seen,25,2,1,1,0,0,0,0,0,0,0,0,0,0
C11H10O7,test_ood,28,1,0,0,0,1,0,0,0,0,0,0,0,0
C11H11N1,seen,23,811,487,162,162,0,486,161,160,0,6,0,0,0
C11H11N1O1,seen,24,1861,1117,372,372,0,1015,343,337,0,24,4,6,0
C11H11N1O2,seen,25,495,297,99,99,0,289,99,98,0,8,6,2,0
C11H11N1O3,test_ood,26,135,0,0,0,135,0,0,0,131,0,0,0,7
C11H11N3,seen,25,252,151,51,50,0,150,49,49,0,1,1,0,0
C11H11N3O1,seen,26,104,62,21,21,0,62,21,21,0,0,0,0,0
C11H11N3O2,test_ood,27,2,0,0,0,2,0,0,0,0,0,0,0,0
C11H12,seen,23,16,10,3,3,0,10,3,3,0,2,0,0,0
C11H12N2,seen,25,829,497,166,166,0,490,165,166,0,14,7,6,0
C11H12N2O1,test_ood,26,1254,0,0,0,1254,0,0,0,1235,0,0,0,32
C11H12N2O2,seen,27,1314,788,263,263,0,776,255,261,0,5,2,3,0
C11H12N4,test_ood,27,1,0,0,0,1,0,0,0,0,0,0,0,0
C11H12N4O2,seen,29,1,1,0,0,0,0,0,0,0,0,0,0,0
C11H12O1,seen,24,634,380,127,127,0,294,100,92,0,14,0,5,0
C11H12O2,seen,25,1496,898,299,299,0,893,297,296,0,15,15,5,0
C11H12O3,seen,26,99,59,20,20,0,59,20,19,0,0,0,0,0
C11H12O4,seen,27,1,1,0,0,0,0,0,0,0,0,0,0,0
C11H13N1,test_ood,25,2050,0,0,0,2050,0,0,0,2021,0,0,0,69
C11H13N1O1,seen,26,2144,1286,429,429,0,1265,422,422,0,24,7,12,0
C11H13N1O2,test_ood,27,1144,0,0,0,1144,0,0,0,1133,0,0,0,29
C11H13N1O3,seen,28,2,1,1,0,0,0,0,0,0,0,0,0,0
C11H13N1O4,seen,29,4,2,1,1,0,0,0,0,0,0,0,0,0
C11H13N3,seen,27,977,586,196,195,0,574,193,192,0,17,3,9,0
C11H13N3O1,seen,28,268,161,54,53,0,159,52,52,0,5,2,0,0
C11H13N3O2,test_ood,29,115,0,0,0,115,0,0,0,108,0,0,0,6
C11H13N5O1,seen,30,1,1,0,0,0,0,0,0,0,0,0,0,0
C11H14,seen,25,17,10,4,3,0,10,4,3,0,0,0,0,0
C11H14N2,test_ood,27,1730,0,0,0,1730,0,0,0,1716,0,0,0,29
C11H14N2O1,test_ood,28,561,0,0,0,561,0,0,0,551,0,0,0,6
C11H14N2O2,seen,29,250,150,50,50,0,149,50,47,0,1,0,0,0
C11H14N2O3,seen,30,760,456,152,152,0,429,142,148,0,9,2,8,0
C11H14N2O4,test_ood,31,784,0,0,0,784,0,0,0,744,0,0,0,16
C11H14N4,test_ood,29,4,0,0,0,4,0,0,0,0,0,0,0,0
C11H14N4O1,seen,30,2,1,1,0,0,0,0,0,0,0,0,0,0
C11H14N4O2,test_ood,31,1,0,0,0,1,0,0,0,0,0,0,0,0
C11H14N4O3,test_ood,32,2,0,0,0,2,0,0,0,0,0,0,0,0
C11H14O1,test_ood,26,299,0,0,0,299,0,0,0,298,0,0,0,8
C11H14O2,seen,27,1247,748,250,249,0,739,246,243,0,5,3,1,0
C11H14O3,seen,28,301,181,60,60,0,178,59,60,0,1,2,0,0
C11H14O4,seen,29,96,58,19,19,0,55,18,19,0,0,2,1,0
C11H15N1,seen,27,1135,681,227,227,0,673,226,227,0,5,5,2,0
C11H15N1O1,test_ood,28,2087,0,0,0,2087,0,0,0,2067,0,0,0,12
C11H15N1O2,test_ood,29,1215,0,0,0,1215,0,0,0,1189,0,0,0,17
C11H15N1O3,test_ood,30,2,0,0,0,2,0,0,0,0,0,0,0,0
C11H15N1O4,seen,31,2,1,1,0,0,0,0,0,0,0,0,0,0
C11H15N1O5,test_ood,32,1,0,0,0,1,0,0,0,0,0,0,0,0
C11H15N3,seen,29,986,592,197,197,0,583,196,190,0,12,3,10,0
C11H15N3O1,test_ood,30,6,0,0,0,6,0,0,0,0,0,0,0,0
C11H15N3O2,test_ood,31,2,0,0,0,2,0,0,0,0,0,0,0,0
C11H15N3O3,test_ood,32,1,0,0,0,1,0,0,0,0,0,0,0,0
C11H15N5O1,seen,32,1,1,0,0,0,0,0,0,0,0,0,0,0
C11H16,seen,27,18,11,4,3,0,11,4,3,0,0,0,0,0
C11H16N2,test_ood,29,999,0,0,0,999,0,0,0,992,0,0,0,15
C11H16N2O1,test_ood,30,715,0,0,0,715,0,0,0,695,0,0,0,13
C11H16N2O2,seen,31,215,129,43,43,0,123,43,42,0,3,1,1,0
C11H16N2O3,seen,32,2,1,1,0,0,0,0,0,0,0,0,0,0
C11H16N4,test_ood,31,109,0,0,0,109,0,0,0,105,0,0,0,12
C11H16N4O2,seen,33,1,1,0,0,0,0,0,0,0,0,0,0,0
C11H16N4O3,seen,34,1071,643,214,214,0,616,210,204,0,26,7,5,0
C11H16N4O5,test_ood,36,1111,0,0,0,1111,0,0,0,1071,0,0,0,44
C11H16O1,test_ood,28,153,0,0,0,153,0,0,0,152,0,0,0,9
C11H16O2,test_ood,29,378,0,0,0,378,0,0,0,376,0,0,0,14
C11H16O3,test_ood,30,95,0,0,0,95,0,0,0,92,0,0,0,0
C11H16O4,test_ood,31,110,0,0,0,110,0,0,0,108,0,0,0,5
C11H17N1,seen,29,205,123,41,41,0,123,41,41,0,3,1,0,0
C11H17N1O1,seen,30,174,104,35,35,0,104,34,34,0,6,0,0,0
C11H17N1O2,seen,31,845,507,169,169,0,498,169,166,0,8,3,8,0
C11H17N1O3,seen,32,216,130,43,43,0,127,43,41,0,3,1,1,0
C11H17N1O4,test_ood,33,2,0,0,0,2,0,0,0,0,0,0,0,0
C11H17N3,test_ood,31,345,0,0,0,345,0,0,0,333,0,0,0,3
C11H17N3O1,test_ood,32,412,0,0,0,412,0,0,0,403,0,0,0,8
C11H17N3O2,seen,33,3,2,1,0,0,0,0,0,0,0,0,0,0
C11H17N3O6,seen,37,1,1,0,0,0,0,0,0,0,0,0,0,0
C11H17N5O4,test_ood,37,1053,0,0,0,1053,0,0,0,1013,0,0,0,22
C11H17N9O2,test_ood,39,1,0,0,0,1,0,0,0,0,0,0,0,0
C11H18,seen,29,133,80,27,26,0,80,27,25,0,0,0,0,0
C11H18N2,test_ood,31,217,0,0,0,217,0,0,0,210,0,0,0,4
C11H18N2O1,seen,32,238,143,48,47,0,140,47,47,0,2,3,1,0
C11H18N2O2,seen,33,108,65,22,21,0,63,18,21,0,0,1,2,0
C11H18N2O3,test_ood,34,1,0,0,0,1,0,0,0,0,0,0,0,0
C11H18N4,test_ood,33,2,0,0,0,2,0,0,0,0,0,0,0,0
C11H18N4O1,seen,34,1,1,0,0,0,0,0,0,0,0,0,0,0
C11H18N4O3,test_ood,36,1067,0,0,0,1067,0,0,0,1027,0,0,0,32
C11H18N4O4,seen,37,1,1,0,0,0,0,0,0,0,0,0,0,0
C11H18O1,seen,30,139,83,28,28,0,83,28,28,0,0,0,0,0
C11H18O2,seen,31,244,146,49,49,0,143,49,48,0,1,0,3,0
C11H18O3,test_ood,32,3,0,0,0,3,0,0,0,0,0,0,0,0
C11H18O4,seen,33,2,1,1,0,0,0,0,0,0,0,0,0,0
C11H19N1,seen,31,301,181,60,60,0,178,60,60,0,3,2,2,0
C11H19N1O1,seen,32,114,68,23,23,0,68,23,22,0,1,0,0,0
C11H19N1O2,test_ood,33,112,0,0,0,112,0,0,0,108,0,0,0,0
C11H19N1O3,seen,34,2,1,1,0,0,0,0,0,0,0,0,0,0
C11H19N3,seen,33,2,1,1,0,0,0,0,0,0,0,0,0,0
C11H19N3O1,seen,34,6,4,1,1,0,0,0,0,0,0,0,0,0
C11H20,test_ood,31,17,0,0,0,17,0,0,0,17,0,0,0,0
C11H20N2,test_ood,33,85,0,0,0,85,0,0,0,84,0,0,0,0
C11H20N2O1,test_ood,34,231,0,0,0,231,0,0,0,225,0,0,0,1
C11H20N2O2,seen,35,1,1,0,0,0,0,0,0,0,0,0,0,0
C11H20N2O3,seen,36,1390,834,278,278,0,787,264,257,0,22,8,6,0
C11H20N2O5,test_ood,38,1574,0,0,0,1574,0,0,0,1494,0,0,0,62
C11H20N4,seen,35,205,123,41,41,0,119,39,40,0,3,1,1,0
C11H20N6O4,test_ood,41,1,0,0,0,1,0,0,0,0,0,0,0,0
C11H20O1,seen,32,100,60,20,20,0,60,20,20,0,1,1,0,0
C11H20O2,seen,33,304,182,61,61,0,176,60,60,0,2,2,0,0
C11H20O3,seen,34,405,243,81,81,0,241,81,81,0,4,3,1,0
C11H20O4,seen,35,133,80,27,26,0,79,27,26,0,3,2,1,0
C11H21N1,test_ood,33,365,0,0,0,365,0,0,0,360,0,0,0,12
C11H21N1O1,seen,34,80,48,16,16,0,47,16,16,0,3,0,1,0
C11H21N1O2,test_ood,35,2,0,0,0,2,0,0,0,0,0,0,0,0
C11H21N3,test_ood,35,202,0,0,0,202,0,0,0,199,0,0,0,6
C11H21N3O1,test_ood,36,90,0,0,0,90,0,0,0,90,0,0,0,3
C11H21N3O3,seen,38,924,554,185,185,0,529,177,178,0,18,2,3,0
C11H21N3O4,test_ood,39,1507,0,0,0,1507,0,0,0,1427,0,0,0,33
